"id","profileName","text","date","title","rating","images","helpful"
"R13X7A3AUCTQFO","Arif Hossain","The book content is fine. The book binding is so bad that it breaking up in just 4 days of use. I have never encountered anything like this before.","Reviewed in the United States on August 15, 2020","The book binding loosening after 4 days of use",1,"","3"
"R2B5M11EEQV23O","DJ","I was disappointed in that it didn't have a lot of details.  It certainly is not a reference guide or detailed - how-to book, but enough to get someone started with Python.  After using the book one can just google more about the language to learn more.","Reviewed in the United States on March 4, 2022","Not very detail oriented, but enough to get someone started with Python",4,"",0
"R3G4FHH2CNF8IF","Amazon Customer","Book's material is very easy to digest compared to other programming books. The way the author writes out the concepts are very relatable and the vocabulary used isn't trying to sound technical when not necessary. A+ in my book.","Reviewed in the United States on April 15, 2022","Great book for a beginner",5,"",0
"RUPWBI6PBR7K1","S.M.Simmons","Unfortunately I have to agree the glue at the base of the book, is not adhering to the pages.Other wise great information, in a manageable, section read. That wants you to do the actual work. An not just read it.","Reviewed in the United States on February 7, 2020","This is a read an hands on approach book!",4,"",0
"R3B9ZWSKITU123","Juan Castro Alonso","Excellent book, clearly written, and with several interesting and challenging exercises to improve your Python skills. Totally recommended!","Reviewed in the United States on May 5, 2021","Excellent and comprehensive introduction on Python",5,"",0
"R33CK9YZO8TS5I","Project","I was really looking forward to this book ,but in all honesty the book itself is very hard to fallow the text editor they want you to fallow has no instructions on how to properly install","Reviewed in the United States on May 18, 2020","Very hard to fallow",1,"","3"
"R14K9G1ULULES2","Wesley preston","I am in the process of using this book and I loved it. This is one of the few books I can actually read and understand everything that is happening. The few problems I did have, I looked up and the online forums had answers to all my questions. 5/5 programming book","Reviewed in the United States on March 5, 2021","Damn fine",5,"",1
"R3MIG0ISBBOEVR","Amazon Customer","Have programmed in other languages.  This book enabled a quick jump start understanding some python syntax.  Good first book.","Reviewed in the United States on March 20, 2021","Excellent jump-start book",5,"",0
"R3M7CZWRT2CDVY","Jonathan","I'm not much of a reader but I think this is the only book that I've completely finished. I recommend it to everyone who wants to start in the world of programming","Reviewed in the United States on May 13, 2022","Best 10/10",5,"",0
"RJ5XLMJWWUYS5","Jay","This is a great start to learning Python. This is first language I have seriously started to learn and this book makes Python easy to understand and learn.","Reviewed in the United States on November 17, 2019","Great for beginners!",5,"",1
"R2354TQ79ZIUYF","Cuong V. Nguyen","Easy to follow w/good explanation","Reviewed in the United States on February 22, 2022","Good book for beginners",3,"",0
"R3IXJ1HN329GV2","Crywolf","Pretty good book for learning python.  I didn't use the recommended interface from the book, but there are lots of ways to interface with python.  Notepad ++ is good for code editing.  I recommend this book to someone who is learning from scratch.","Reviewed in the United States on October 24, 2019","Good way to learn python from the basics on up",5,"",0
"R3HO74VVOQZ5S0","Sam2013","This book was amazing. Very easy to follow and understand. I think what I appreciate the most about it was the exercises that were frequently presented throughout the book. This gives you an opportunity to immediately practice the skills while they are fresh in your mind. The only way to really remember python syntax in my opinion is practice, so why not get started as soon as you learn it?","Reviewed in the United States on February 7, 2021","A great place to start learning python, regardless of prior knowledge in programming.",5,"",0
"R146B5TU08W0SZ","Jose Diaz","Good book to start off with learning Python. The book really walks you through how to make the commands work with examples and straight to the point explanations. Highly recommend as it as an easy to digest book and includes cool projects to apply the commands that you learn.","Reviewed in the United States on October 21, 2021","Great book to start off with Python!",5,"",0
"R29EEH1B1YSTJM","Michael G. Myers","Python was a new language for me.  I had programed primarily in C and then c#. Love python and this book is an excellent  introduction to python.  Every line of code for the projects is in the book and explained line by line.  I recommend it even  if you have no programing experience.","Reviewed in the United States on November 13, 2020","Very easy to learn",5,"",0
"R3RYZGVIU4HNCB","John The Cookie","The best book for beginner who want to learn programming.Instructions are simple and easy to follow.One think I would like them to have is more programming exercises and anwsers.","Reviewed in the United States on January 9, 2020","Perfect for Beginner!",5,"https://images-na.ssl-images-amazon.com/images/I/71Uuh4zVXBL.jpg",0
"R2B0VRCZN7V3M3","Julie","The well written open-ended exercises make pivoting into and nurturing a new career pathway a joy.","Reviewed in the United States on January 4, 2022","Pivoting",5,"",0
"RRGAQQE1HE6LV","Armstrong","Great breakdown","Reviewed in the United States on May 2, 2021","Straight to the point and easy to follow",5,"",1
"RXE2I6YGMA6EU","LoneStarBroker","Book is great! I am a happy camper.","Reviewed in the United States on December 20, 2021","Perfect",5,"",0
"R19NUAGJYCLPYJ","Terry S. Barker","This was supposed to be a new book, but on arrival, the front cover was nearly ripped off (only top inch still attached)","Reviewed in the United States on July 31, 2019","New book, but cover nearly ripped off",2,"","2"
"R3K0APJKGV1SEX","Bob S.","I’m just getting into this book and am really enjoying it. The author provides easy to read / follow concepts and instructions. The book cover though? It broke before I made it to the Introduction of the book - literally 5 minutes of holding the book. I imagined using this book to take notes in and as a go-to resource, but my fear is it physically won’t hold up as I keep turning pages.","Reviewed in the United States on July 14, 2020","So far, so good - but terrible binding",4,"https://images-na.ssl-images-amazon.com/images/I/61fWw-ZJIGL.jpg",0
"R82LJGJFKCJPK","yifengrao","good","Reviewed in the United States on March 9, 2022","good",5,"",0
"R3FBQ45YA65GUW","John","The delivery was perfect it came three days earlier than expected. The book's print is very good and so are the binding. Text is easy to understand and concise. I strongly recommend this book for anyone new to python or programming","Reviewed in the United States on October 19, 2019","It's great for beginners and people who know python but want to be updated on what's new in Python 3",5,"",1
"R11WNT2O5D5ATB","Charlie","Great beginner book,easy to understand, lots of examples, fun projects.Great for kids, those real life applications is very inspiring.","Reviewed in the United States on June 5, 2020","Great for beginner",4,"",0
"R1591DZOOY0KJW","Mohammed Al-Khuwaitem","This is one of the best books I ever read in my life. It starts from the basics, all the way to some advanced programming concepts. I really recommend this book if you are interested in programming.","Reviewed in the United States on October 17, 2019","A great book",5,"",1
"R2ABPQ07MJBVF2","Amazon Customer","Flying through the book. Makes python quick and easy to learn. Unfortunately the cover isn't glued on well, popped off after one day of use.","Reviewed in the United States on August 18, 2020","Python in a pinch.",5,"https://images-na.ssl-images-amazon.com/images/I/71EpCS7oAXL.jpg",0
"R31A64NKGLRMV7","Mike Morris","Freaking amazing!!! Love this! Easy to follow along and learn fast! Will be getting more of the nostarchpress books... I want automate the boring stuff 2nd edition","Reviewed in the United States on February 1, 2020","OMG so nice! Very well put together!!",5,"",0
"R1LPZORLBP1LAY","Michael","Super helpful and effective format &tips!","Reviewed in the United States on July 23, 2021","Great Seller! Fast Shipping! Will purchase from again!",5,"",0
"R2SKWH0D8Z6VPC","Francisco Monzon","I recommend this Book. It is excellent to starting learning Python. Really was much better that I ever waited.  Just I suggest to add exercises more complex that need to be resolved with matters included in before chapters. Thank so much to the author, Eric Matthes. You should be very proud, cause really You did a very good job.","Reviewed in the United States on June 4, 2020","Really a very good book. Thank a lot.",5,"",1
"R3GKGPFSV9GPT6","Selina","The author described the complicated things as easy to read. I read it every night and get a lot from it! Recommed!","Reviewed in the United States on October 21, 2021","very nice book to read!",5,"",0
"RMYDH7CSLLYIT","Charles La Fontaine","Great educational book. However, the quality of the construction on the book is poor. The cover on the book has completely torn apart from the adhesive and I’ve only studied from the book only a handful of times.","Reviewed in the United States on May 26, 2020","Solid education, but poor construction",2,"",1
"R1066A3ZYETUOP","Andrew","Awesome so far! The only downside is that the binding is already falling apart after two days of reading.","Reviewed in the United States on September 7, 2020","Good text, horrible binding.",3,"",0
"R1O6G0C2RLZ4A7","Caner","I think I recently had a chance to review many Python books and this one has by far the most efficient organization that teaches you the basics of coding with solid examples. The second part of the book consists of useful projects in which you literally use any single knowledge you gain in the first part.","Reviewed in the United States on July 10, 2021","This book can teach anyone how to code!",5,"",0
"R2R8IG7EB9O9MF","Elfio","Very basic and shallow book not capturing indepth details of python as a language. Ok for introduction, not ok if you plan coding professionally. Easy reading.","Reviewed in the United States on June 9, 2020","Basic book",3,"",0
"R3T3YORMM1URFI","Patricia L","My son is studying 3D anime!Great textbook !!!","Reviewed in the United States on April 9, 2021","Great text book for coding!",5,"",0
"R37CMZRYCPMJWA","Anthony Ortega","Just as I expected, learning programing is not a simple subject, yet author does a great work.","Reviewed in the United States on July 29, 2021","Great book, love the content.",5,"https://m.media-amazon.com/images/I/717r36TnR6L.jpg
https://m.media-amazon.com/images/I/810jYfRi-GL.jpg",0
"R2IT3OVALFFDBW","Jason Bowers","I purchased this book only to be left out without a way to use the python terminal.  I was already stuck at shift left click.  I tried everything and was never able to get started.  It shouldnt be that complicated if its suited for beginners.  This was a complete waste of money!!!","Reviewed in the United States on September 14, 2021","No way to get started!",1,"",0
"R25EBDKN55BG32","Jesse","Has been a vital go-to of my learning and understanding of Python. Could not recommend this book more.","Reviewed in the United States on April 9, 2021","The book you need",5,"https://images-na.ssl-images-amazon.com/images/I/A1-GTKXbTVL.jpg",1
"R1CRARMKW9S16J","Patrick","This was my first book not only on Python but programming in general.... I have to say this is very easy for a beginner to start out with and actually learn from.... Read through it first, then go back through it and actually do the code and ex....","Reviewed in the United States on June 24, 2021","BEST PYTHON CRASH COURSE EVER!",5,"",1
"R20IDLE2YZP11K","🦌","The spine fell out on the second day of using the book. I bought a new copy and this shouldn't happen.","Reviewed in the United States on April 13, 2020","Great book, fell apart on second day",2,"",1
"RDCU7NZM6FPNX","cpbride","I have been trying to learn a python for five years using video courses. I decided to switch things up and try learning from a book. This is the book to get. I'm finally understanding concepts I have spent years trying to internalize.","Reviewed in the United States on February 23, 2021","This is the book to get",5,"",0
"R34CNNHAKX5VHK","BB FAN","Project based learning is the WORST!!! this book is so bad I don't even know how it got all those reviews.","Reviewed in the United States on August 2, 2021","Project based learning ?",1,"",1
"R1GM0KM9EOFV6P","Nate Josephs","I liked the clear explanations of each topic.  The author explains what each line of code does which helps readers gain an understanding of Python easier.  The assignments further reinforced what was taught.","Reviewed in the United States on December 10, 2021","It covers Python in a very clear and straightforward way.  The hands on projects are great too!",5,"https://m.media-amazon.com/images/I/71OOqoMThjL.jpg",0
"R1ACGD2YJUMTXY","jabari Webster","I bought this book to teach myself python after learning C++ and its very understandable and easy to read. Everything it teaches is clear and precise so if you are learning for school or self teaching I recommend this book! Its so good I logged onto my account a 3AM in the morning to write a review! FR though this is a good book you won't regret it.","Reviewed in the United States on May 26, 2020","GREAT for ANYBODY!",5,"",0
"R1OEXLL3FQ8U9P","KB","The labeling is clean and organized, and it explains code in a very descriptive way, it's very a well-thought-out process, and it makes coding very self-explanatory overall I recommend this book.","Reviewed in the United States on November 18, 2021","It teaches python in the most explicted way for beginners",5,"",0
"R2W0RAF4OXOWLX","Rob Hurlston","An excellent starter book for python.","Reviewed in the United States on June 7, 2021","Python programming",5,"",0
"R31VHLES869GF9","T L","This is a great book to begin to learn about programming. Instructions are clear and examples are straightforward.","Reviewed in the United States on March 6, 2020","Effective For Teaching The Basics",5,"",0
"R2J631K4GACXDI","Brandi Davis","Great book to start learning about python!","Reviewed in the United States on April 21, 2021","Great read!",5,"","2"
"R3FR2QA3QN2GL2","Leon Schmidtman","Very good book. I highly recommend for beginners or advanced users that want an intro to Python. Is not too dumbed down or too hard to understand.","Reviewed in the United States on December 27, 2019","Buy It",4,"",0
"R1NCJRD76M9MP9","AxL","Great book. Good for a guide, its good for referencing.","Reviewed in the United States on November 6, 2020","Good book mainly for referencing",5,"",0
"R4LEUL9OZ1MYI","getmygun01","If you want to learn python, you need this book. I don’t usually  tell anybody what they need, but I do believe this is a great way to learn.","Reviewed in the United States on September 22, 2019","Great Book",5,"",0
"R212JA9VO384RB","User","Seems excessively 'wordy' and Binding broke after 2 days.","Reviewed in the United States on May 1, 2020","Fair resource.",2,"","2"
"R2AZN2L6BN22BF","Ted M.","Using this book along side my course work has helped immensely! The examples in this book are very helpful by providing real world application.","Reviewed in the United States on February 26, 2021","Easy to follow, lots of information",5,"",0
"RYSRGY0IVWD5M","h20Lover","I read the review before being this book and to be honest I was torn, however this book is 10/10 for me. Give it a try. It breaks down ""complex"" problems into direct and clear solutions. You don't have to go back and forth trying to catch up with his flow. I'm not even half way and I can super vouch for this book.","Reviewed in the United States on November 12, 2019","A must have",5,"",1
"R1FGO8Q97O2BG0","Amazon Customer","Bought the book as a refresher.","Reviewed in the United States on December 30, 2020","Helpful",5,"",0
"R21PF1RP36I1SH","wm","new and in good shape","Reviewed in the United States on February 20, 2021","Brand new and in good shape",5,"",0
"RUQGKISQYYZ26","Jason Guaschino","Can’t recommend this book enough! In my opinion this is better then a college class, better then w3 schools, and better then codecademy! I feel like I’m learning and advancing so quickly with this book!","Reviewed in the United States on March 4, 2022","10/10 recommend",5,"",1
"R2JF7OKEZQZJFP","Latasha Papalal","Worth while purchase, very detailed explanation of basics that you can easily build upon and very easy to understand. Go through what this books offer and if that's what you're looking for then you'll not regret this purchase.","Reviewed in the United States on May 21, 2021","Happy with my purchase",5,"",0
"R1RQXSJEWLTXAI","Al Fulton","The book is great to follow and learn Python. I am an experienced programmer and it has been a fun experience.","Reviewed in the United States on March 8, 2020","Super way to learn Python!",5,"",0
"R2NU54WZCO9D2I","Syd","First off, the physical copy of this book fell apart on the first day of use.Second, this is useless for learning python. There is no glossary. The author is not meant to be a teacher. The book leaves out many basics.What a waste.","Reviewed in the United States on July 14, 2021","Overpriced Garbage",1,"",0
"R1QXR5HPJGZCQG","Zachary Dutton","I would strongly recommend this for beginners!","Reviewed in the United States on October 28, 2020","Great Course",4,"",0
"R1YNRIA9FSQ8DH","Amazon Customer","This was a gift for a school person","Reviewed in the United States on October 7, 2020","Great gift",4,"",0
"R1D4EJI7XMIKF","J","So far so good. On the 5th chapter currently; the book is pretty straight forward and walks you through step by step. Would recommend for beginners with no previous coding experience.","Reviewed in the United States on February 13, 2021","Great for starters",5,"",0
"R125H1VAOG2U9F","Amazon Customer","Book just arrived so I cannot comment on its content. Just wanted to confirm what others have said about the binding. You can already see the space between the cover and spine of the book. Maybe “no starch press” should change their name to “no glue press.”","Reviewed in the United States on September 20, 2020","Terrible binding!",4,"https://images-na.ssl-images-amazon.com/images/I/31KSTgx+lgL.jpg
https://images-na.ssl-images-amazon.com/images/I/51UKqAnA6lL.jpg",0
"R21PDWNSRPOM7U","Justin","Its good to for what it says. When you are doing your own projects there are resources online and on youtube to help you solve troubleshooting problems when on your own.","Reviewed in the United States on March 14, 2022","Its exactly as it says a project based learning system",5,"",0
"R109G0O1KUILDF","Casey Sheehan","Have spent a couple of weeks plowing through this. It is extremely well written,  I've had no issue understanding any examples or instructions. Has taught me so much so far. Highly recommend for any one who doesn't know where to start.","Reviewed in the United States on June 14, 2021","Learned so much!",5,"",0
"R3PBZO7F7A56LU","Carson Bragg","The book I ordered was in perfect and pristine condition! Such great quality! Thank you so much, I really appreciate it!","Reviewed in the United States on September 12, 2019","Great condition!",5,"",0
"R24P3KDPEF1YU7","Annette Rod","Perfect condition! fast shipping!!","Reviewed in the United States on September 20, 2020","Great!",5,"",0
"R6AGIC0ET7ODL","Mark Oglesby","Great book, taught me more than the college course I was taking.","Reviewed in the United States on March 14, 2022","Great book!",5,"",1
"R10KXNYSJ8MJ0A","Deuss","If your dedicated to learning Python this book will help you on your way…","Reviewed in the United States on August 1, 2021","For those who are sincere in learning…",5,"",0
"R35UCWTRYJU5UD","Edwin","Aprende con ejemplos prácticos y sencillos !!","Reviewed in the United States on January 11, 2022","Excelente texto de auto aprendizaje",5,"",0
"R2S9ES2BKU3TAZ","Don","I've read a little and the paper back cover has came undone... its very disappointing. nothing wrong with the content so far but having the cover come undone is just poor quality.","Reviewed in the United States on June 4, 2020","bought this a few days ago...",2,"",1
"RUH49VA9P82DO","David Cooper","Item received as advertised","Reviewed in the United States on October 8, 2020","Item received as advertised",5,"",0
"R1XWQOHSGWSA6P","Diego Armando","Its a excellent book to learning Python.","Reviewed in the United States on November 19, 2019","excellent book",5,"",1
"R3EWIF98HS5TDB","Yohann A","Perfect","Reviewed in the United States on January 31, 2021","Perfect",5,"",0
"R2I529ZNX41U7U","Marnita Smith","My son loved it.","Reviewed in the United States on December 30, 2020","Python",5,"",0
"RQIC7YACLNTWK","Christopher Hatton","This book is perfect for beginners. Easy to understand text and examples. Great resource with great resources for the reader.","Reviewed in the United States on May 11, 2022","Perfect for beginners!!",5,"",0
"RH6GMXKUJGT9Y","adam majewski","Absolutely getting bang for your buck here great read with a bunch of information.","Reviewed in the United States on April 30, 2022","Great read",5,"",0
"R2FQOZ9W5R2LQ2","Rama Hawai","Great book to learn python if you are beginner.","Reviewed in the United States on April 6, 2021","Buy it",5,"",0
"R23E6VH2MPLKXZ","Daniel","It arrived with a crease on the back side of the book and a bump on one of the corners.No protective plastic film that usually comes with new books.Aside form the physical damage, overall a good book for beginners.","Reviewed in the United States on March 16, 2021","Not New",3,"https://images-na.ssl-images-amazon.com/images/I/816zCDdPtyL.jpg",0
"RF3VYUED06HTU","sonyparg","Newbie here and this book is extremely easy to follow. I high recommend it.","Reviewed in the United States on January 5, 2021","Newbie!!",5,"",0
"R1HZQIV1RCJ4RY","Andrew","Very good python book !!!!Best python book.Each step is very clear!!!","Reviewed in the United States on February 10, 2022","Very good python book !!!!",5,"",0
"RNT26VZYYQMCD","Angel Vidal","This book is amazing and in a ouple hours I've been able to learn functions,variables,values and strings. Also with the basic knowledge that I learned so far with the book I was able to create a simple program that says and greets my friend's name in order.","Reviewed in the United States on January 31, 2021","Get this book now! 1000/1000",5,"",0
"R2US9GH08E6FP5","dorel","definitely worth buying","Reviewed in the United States on July 14, 2020","easy to learn",5,"",0
"R3IPPRBLGHK7V6","grit","Very informative, well organized, easy to understand. practical examples and projects. Love it!","Reviewed in the United States on August 12, 2021","Love this book as a beginner",5,"",0
"R2KV5Z202E7SXP","Todd A Williams","I have been trying to pick up (again) my coding skills and this book has been the best one so far.  There are a few errors or less than clear instructions, but overall I have been very happy.  The online support materials are great as well.","Reviewed in the United States on April 29, 2020","Good book for learning Python",5,"",0
"R145FIQPXRQ8YD","Joel Gonzalez","Good book","Reviewed in the United States on August 8, 2020","Good one",5,"",0
"R3E4UGRHNS2KKI","Amazon Customer","Great condition!  Thanks!","Reviewed in the United States on August 25, 2020","Looks good!",5,"",0
"R3HA08M4PVILWX","Mamadou L. Niass","Great Seller!","Reviewed in the United States on July 25, 2021","Great Book!",5,"",0
"R3HVI760V2T8B0","Sh","Very helpful guide to python, should be kept as a reference.","Reviewed in the United States on January 8, 2020","Great book!!!!",5,"",0
"RP2TCDQUOB2MJ","Moses","Great book on Python.","Reviewed in the United States on May 8, 2021","Excellent",5,"",0
"R23WTUY1KFS643","Jordan","This is a great book and easy to pick up for people who haven't coded before. Highly recommend for people interested in getting into python with little to no experience.","Reviewed in the United States on January 27, 2020","Great for beginners and Intermediate Python Users",5,"",0
"RXPRO7YZ71I8Z","Ron W","This is one of the best Python references that I have found. Tremendous resource.","Reviewed in the United States on July 27, 2019","Excellent reference",5,"",0
"R2MBUVP8S88J0L","Charlie L","Very basic contents. Great for beginners.","Reviewed in the United States on November 1, 2021","First Python book",4,"",0
"R1KWJ50NNAHLQ0","CathyAnn Szymchack","I got this product a lot cheaper than anyone else offered it!","Reviewed in the United States on February 5, 2021","Cheaper",5,"",0
"RSIRW6DF8ERF","Patricia Moody","Used this book for a beginning Python class. Really easy to follow along. Would recommend a list of terms, though.","Reviewed in the United States on January 17, 2021","Easy to understand, online help is great",5,"",0
"R31I42OSPMHCL5","Kevin","Best $30 I have ever spent!I am completely new to programming. In just one week I am now capable of coding basic programs and games!! Must buy","Reviewed in the United States on November 15, 2019","Very beginner friendly, very informative",5,"",1
"R3R1HZVGM2CH48","M. Aslan","Very good for beginners of python or a programming...","Reviewed in the United States on September 15, 2019","Very good..",5,"",0
"R1UC5JCDARHIA0","Anonymous ","My 12 year old follows it pretty well.","Reviewed in the United States on December 25, 2020","A book for self learning",5,"",0
"R31NSVO5VHQ3XY","Jeffrey Sykes","Very practical read, can follow along and strengthen your programming","Reviewed in the United States on August 24, 2019","Practical and concise",5,"",0
"RQTHKL9A7NYR4","Robin Marrs","Well written with lots of practice projects.","Reviewed in the United States on October 7, 2019","Great Product AND Instructions",5,"",0
"R3K4F5TPKNJ5U9","Eva Frantz","I agree with other commentors. Book binding is meh, but the content is great for a beginner. The book clearly walks through examples and exercises. Additional, the book teaches good coding practices!","Reviewed in the United States on December 22, 2020","Great new learning resource",5,"",0
"R2ZC4HL3GS4PBK","Me","This book is easy to read and has great projects to get started with python application indifferent fields.","Reviewed in the United States on October 20, 2020","Great way to learn!",5,"",0
"R283B01HYVJLH4","Amit Martsiano","the explanations in this book are phenomenal, it goes in detail to everything you need to know,  i am super happy about it!! i recommend this to anyone that wants to possess the knowledge of python!","Reviewed in the United States on January 25, 2020","the best book to learn python 3",5,"",0
"R3DR2GFQTEJMTH","William Roehrig","Great book","Reviewed in the United States on March 12, 2020","Great book",5,"",0
"R3LZKTH297XV54","Operational Necessity","Easy to follow","Reviewed in the United States on February 19, 2020","Well written",5,"",0
"RFFY2DKAT7GHP","Ki Hwan Kwon","Awesome","Reviewed in the United States on March 28, 2021","Awesome",5,"",0
"R16ZXMENL10D9A","Heather","Excellent, learn the basics in a week.","Reviewed in the United States on March 14, 2020","Excellent for basics",5,"",0
"RL3X3I2EZGVYS","Carlos E. Irigoyen","Fantastic","Reviewed in the United States on February 6, 2020","Avresl good book",5,"",0
"R28J4JYDL5J12C","amyshomeandgarden","Well written with view to teach others how to program in Python","Reviewed in the United States on September 10, 2019","Great book if you are not already a programmer.",5,"",0
"R2GB73141GARO8","Asdrubal","The book is awesome, help me to get into the language, I learned a lot...and author explains really good.","Reviewed in the United States on August 26, 2020","Awesome book to learn python",5,"",0
"R3QFKCHMQI3RTZ","Jace","Tried taking online courses to learn python and hated that structure. This book is well written and easy to understand. Only had it for a week and can't put it down. Makes learning Python fun!","Reviewed in the United States on January 16, 2021","Great for learning python",5,"",0
"R22Z1X3X5M9V08","Robert Hotto","A great book to practice and learn python.","Reviewed in the United States on August 25, 2019","Great Tutorial on Python",5,"",0
"R1ELP51RMTXPB4","Tanyia Wynee","Great read DIDNT take long","Reviewed in the United States on January 23, 2022","Good to know",5,"",0
"R12UPOAXGEHN75","MB16v","3rd day and the cover is already coming unglued. Hoping the content holds up.  Odd that the publisher is called No Starch Press....maybe they need to use starch to glue their book together.","Reviewed in the United States on August 3, 2020","No Starch Press with No Glue for the cover",4,"https://images-na.ssl-images-amazon.com/images/I/61kriWuIRqL.jpg",0
"R1G3Z7LIH7PBO1","Amazon Customer","Very well written book","Reviewed in the United States on July 19, 2019","Excellent book for beginners",5,"",0
"R2J1HIT7IBQD34","Jsac","Perfect for beginners wanting to learn python. A bit more thorough than in the first edition. Definitely would recommend.","Reviewed in the United States on December 21, 2019","Great place to start learning python",5,"",1
"R2CA6RW2D0YE53","Fahem, Ali Fahad","very good!!","Reviewed in the United States on October 28, 2020","Nice book",5,"",0
"R2B4WTT0RKJSQ5","Aileen Ramos","This was very useful because I am new to programming. This book tells you step by step on what to do. 100%Would recommend.","Reviewed in the United States on September 24, 2020","Great product",5,"",0
"R4ZUJE0WRL8QR","Ahmed","Don't waste your time watching videos, stick with this book if you need to write a code. I wrote some code :)Thanks. Eric Matthes!","Reviewed in the United States on March 22, 2021","A Magic book!",5,"",0
"R2EGDL2KGPGUH7","majda m.","Great for people who want to jump right into work. The book is easy to follow, and the exercises are great to test your knowledge of the concepts covered.","Reviewed in the United States on October 15, 2020","Highly recommended",5,"",0
"R5PJW0PLK2EGI","Corey W.","Excellent book!","Reviewed in the United States on January 9, 2020","Very Concise!",5,"",0
"R2IMNS4FEZRYY5","Jack","I am just beginning the book.  It does seem promising.","Reviewed in the United States on February 8, 2022","An interesting book",4,"",0
"R15J0MY3JHCKBE","303Corey","Like many others have said, the content is great, I liked the learning pace, but the outside cover of the book fell off after 2 weeks.","Reviewed in the United States on September 6, 2019","Great content, poor quality publishing",4,"",0
"ROS1NN44J6VCV","Mohamud","Great book but it was too large for my use so I got the PDF. Doesn't take away from the content or anything!","Reviewed in the United States on March 31, 2021","Book is mad thick I got the PDF instead!",5,"",0
"R1N7WX6MNWDFW","R VAN ZANTEN","Good teaching approach, especially for people with experiences in other programming languages catching up to object oriented approaches.","Reviewed in the United States on February 18, 2020","Great teaching methodology",5,"",0
"R32AL3XFS2TYWR","Cyril","This is a great book on python that has deeply explained basic to advanced python information in a practical approach.","Reviewed in the United States on October 29, 2019","Projects based exercises",5,"",1
"R2D7WLKXGPKUHT","Mr. Costumer","Great book.","Reviewed in the United States on August 7, 2019","Great book",5,"",0
"R3IDRMXXC0VCLB","Frank","I have read many Python introductory books, this is by far the best in terms of quality vs quantity. I covers a broader spectrum than many of its peers. I highly recommend.","Reviewed in the United States on September 23, 2019","A great Python introductory book",5,"",0
"R2CZD57KFVYWDB","Markeith Singletary","A wonderful book! I am learning a lot.","Reviewed in the United States on January 30, 2022","I am very satisfied!",5,"",0
"R1ZR32P7SN9AJ7","Jacob","Content is really good. But as seen in other reviews, the glue holding the cover gives out and the cover falls off.","Reviewed in the United States on October 19, 2020","Don't judge a book by it's cover",4,"",0
"R2AKEH5NZ0992I","Edward J Ernest","I’m 27 pages in and the spine of the book is already barely hanging on. Good book but I’m disappointed in the quality of the product.","Reviewed in the United States on July 25, 2020","Great book but cheap quality",3,"",0
"R2EIPTJ6BO303A","Amazon customer ","I’ve starting to teach myself coding,so trust and believe if you do the projects in this book you’ll learn as well.","Reviewed in the United States on September 27, 2020","Great learning experience!!!",5,"",0
"R1GV65ARBD31HW","Neil Fitzpatrick","It has been 20+ years since I wrote code, so I needed a book just like this. Very pleased.","Reviewed in the United States on May 10, 2020","Well organized and easy to follow",5,"",0
"R3T0HPSD2LLOP4","James H Causey","Incredible read. Reads like no other coding book I have seen. Can't put it down. Excellent book!","Reviewed in the United States on December 18, 2019","This should be the first coding book for everyone",5,"",0
"R25F997K4OFVGI","csJarlin","It's an excellent book to start python on. The projects are also pretty gate, as they are gateways for different paths you can take in programming with python(games, data analysis, web),","Reviewed in the United States on December 10, 2019","Great starter!",5,"",0
"R298B43WOJFYO7","Toren DeRamus","Awesome product for learning. Good descriptions and learning exercises per chapter.","Reviewed in the United States on October 27, 2019","Great learning experience.",5,"",0
"R18X3Q01IW3XJE","NJ","This is a really good book to introduce python and coding in general.","Reviewed in the United States on November 26, 2020","Well written and easy to understand",5,"",0
"R2478ASNMOGYLA","Randal","Appears to be a good read.  Delivered in a good condition","Reviewed in the United States on November 13, 2021","Excellent",5,"",0
"RYRW7ZJOU1PNE","Urahara","Book is in good shape, that's all count","Reviewed in the United States on August 20, 2020","Product is in good shape but delivery was delayed",3,"https://images-na.ssl-images-amazon.com/images/I/71QJfox4PIL.jpg",0
"RY8YCRVTTVD0N","Makhmudjon Sobirov","Didn't understand anything, but very interesting book","Reviewed in the United States on November 16, 2021","Didn't understand anything, but very interesting book",5,"",0
"R2UEXE57TJRXO8","Jace","Literally, the FIRST time I sat down with book and started reading it the cover separated from the pages.","Reviewed in the United States on July 19, 2019","Hope the content is better than the binding",3,"https://images-na.ssl-images-amazon.com/images/I/71MGudRhvjL.jpg",1
"R3LQQXNFWS64SC","Mohamed Abd Al Aziz","Please learn me the tracking No.","Reviewed in the United States on December 22, 2021","tracking no",4,"",0
"R1RHSPIVVY9WL8","J.W.","out of date and NOT compatible with the latest iterations of the PYTHON language","Reviewed in the United States on November 1, 2020","OUT OF DATE",1,"",0
"R13GZUWIO8IXBE","William letmon","Skill enhancement","Reviewed in the United States on January 23, 2022","Fulfilled as agreed",5,"",0
"R249FGJTK76LU4","Abdirahman Abdi","Gives you everything you need to get started on the path of success in python. Good starter and the projects are really nice and really help put your skills in use.","Reviewed in the United States on August 30, 2019","Good Starter",5,"",0
